iter	MultiClass
469	0.1636403677
470	0.1636233211
471	0.1635863238
472	0.1635574273
473	0.1635219164
474	0.1634948894
475	0.1634300068
476	0.1633814798
477	0.1633438324
478	0.1633086433
479	0.1632446345
480	0.163209589
481	0.1631760966
482	0.1630889459
483	0.1630391822
484	0.1630147564
485	0.1629121631
486	0.1628572736
487	0.1628300683
488	0.162792098
489	0.1627636481
490	0.1626944862
491	0.1626434483
492	0.1625991586
493	0.1625677451
494	0.1625163701
495	0.1624603587
496	0.1624173715
497	0.1623661358
498	0.1623190857
499	0.1622940801
500	0.1622035742
501	0.1621650644
502	0.1621077247
503	0.1620578274
504	0.1619990959
505	0.1619194534
506	0.1618968196
507	0.1618182627
508	0.1617929124
509	0.1617446211
510	0.1617152456
511	0.1616616297
512	0.1616333409
513	0.1615839916
514	0.1615263797
515	0.1615052499
516	0.1614402923
517	0.1614128788
518	0.1613873796
519	0.1613427153
520	0.1612963248
521	0.1612360683
522	0.1611589184
523	0.1611131609
524	0.1610788089
525	0.1610316985
526	0.160985138
527	0.160941349
528	0.1609039832
529	0.160867507
530	0.1608212585
531	0.1607241022
532	0.1606805357
533	0.1606326846
534	0.1606074995
535	0.1605809717
536	0.1605299719
537	0.1604955115
538	0.1604624778
539	0.160394076
540	0.1603397669
541	0.1603024949
542	0.1602470509
543	0.1602041434
544	0.1601710161
545	0.1601450627
546	0.1601244844
547	0.1601095957
548	0.160032862
549	0.1599937811
550	0.1599670397
551	0.1599414019
552	0.1599167134
553	0.1598637446
554	0.1598467356
555	0.1598251376
556	0.1598070485
557	0.159771575
558	0.159711641
559	0.1596607504
560	0.159598294
561	0.1595734764
562	0.1595093028
563	0.1594482983
564	0.1593939538
565	0.1593520045
566	0.1593230194
567	0.1592552074
568	0.1592286553
569	0.1591844649
570	0.1591290825
571	0.1590751837
572	0.1590506493
573	0.1590081774
574	0.158988689
575	0.1589522982
576	0.1589121383
577	0.1588790128
578	0.1588222386
579	0.1587740708
580	0.1587262612
581	0.1586723886
582	0.1586431997
583	0.1586016423
584	0.1585796347
585	0.1585482572
586	0.1585173056
587	0.158465581
588	0.1584315602
589	0.1583747538
590	0.158326218
591	0.1582750247
592	0.1582447236
593	0.1582190155
594	0.1581534774
595	0.1580878952
596	0.158042125
597	0.1579706751
598	0.1579083621
599	0.1578594515
600	0.1577963376
601	0.1577615759
602	0.157740837
603	0.1577190081
604	0.1576850411
605	0.1576460512
606	0.1575893808
607	0.1575484814
608	0.1575312735
609	0.1574880751
610	0.1574410473
611	0.1574083738
612	0.1573744856
613	0.1573288671
614	0.1572917531
615	0.1572505653
616	0.1572084538
617	0.1571749921
618	0.1571291204
619	0.1570929111
620	0.1570521525
621	0.1569925146
622	0.1569117687
623	0.1568882301
624	0.1568686484
625	0.1568367972
626	0.1567990799
627	0.1567344338
628	0.1567215861
629	0.1566758871
630	0.1565978391
631	0.1565703517
632	0.1565488416
633	0.1564889634
634	0.1564418081
635	0.1564035904
636	0.15635943
637	0.1563298901
638	0.1562955666
639	0.1562535694
640	0.1562199995
641	0.1562060072
642	0.15615507
643	0.1561383587
644	0.1561057484
645	0.1560415804
646	0.1560115299
647	0.1559792014
648	0.1559210941
649	0.1558921202
650	0.1558617991
651	0.1558245796
652	0.1558071768
653	0.1557656923
654	0.1557351464
655	0.1556871274
656	0.1556581481
657	0.1556188815
658	0.1555562003
659	0.1555258221
660	0.1554948447
661	0.1554655226
662	0.1554191364
663	0.1553774774
664	0.1553530838
665	0.1552928269
666	0.1552728492
667	0.1552322923
668	0.1552042619
669	0.1551680856
670	0.1551479187
671	0.1550973982
672	0.1550637856
673	0.1550373238
674	0.1550175651
675	0.1549992947
676	0.1549580686
677	0.1548778564
678	0.1548371629
679	0.1547986237
680	0.1547780464
681	0.1547475513
682	0.1546728238
683	0.1546373875
684	0.1546191386
685	0.1545538499
686	0.1545346814
687	0.1544807445
688	0.1544527793
689	0.1544288564
690	0.1544058667
691	0.1543803807
692	0.1543605372
693	0.1543368161
694	0.1543255102
695	0.1542803663
696	0.1542221911
697	0.1541694796
698	0.1541312994
699	0.154061028
700	0.1540435038
701	0.1540215279
702	0.1539997051
703	0.1539606127
704	0.1539312397
705	0.1539145175
706	0.1538881317
707	0.1538732408
708	0.1538424601
709	0.1538187638
710	0.1537715384
711	0.1537380438
712	0.1536983453
713	0.153666478
714	0.1536317639
715	0.1535955878
716	0.1535800016
717	0.1535541874
718	0.1535301949
719	0.1534973156
720	0.1534112856
721	0.1534011183
722	0.1533719421
723	0.1533250086
724	0.1532731644
725	0.1532319635
726	0.1531888058
727	0.1531481201
728	0.1531349947
729	0.1531178586
730	0.1530874941
731	0.1530520875
732	0.1530114799
733	0.1529951356
734	0.1529633608
735	0.1529157226
736	0.1528158221
737	0.1527766396
738	0.152711162
739	0.1526550478
740	0.1526262364
741	0.1525845248
742	0.1525574887
743	0.1525229132
744	0.1524823046
745	0.1524691146
746	0.1524441207
747	0.1524046603
748	0.1523771135
749	0.1523288681
750	0.1522820872
751	0.1522350629
752	0.1521901696
753	0.1521648927
754	0.1521190675
755	0.1520827445
756	0.1520531042
757	0.1520388479
758	0.1520052896
759	0.1519671618
760	0.1519289112
761	0.1518646273
762	0.1518132419
763	0.1517894218
764	0.1517543738
765	0.1517312578
766	0.1517092441
767	0.1516803303
768	0.1516604245
769	0.1516198763
770	0.1515865089
771	0.1515642749
772	0.1515190413
773	0.1514739956
774	0.1514311471
775	0.1513864054
776	0.1513581459
777	0.1513132557
778	0.1512773496
779	0.1512347308
780	0.1512032791
781	0.1511565408
782	0.1511040574
783	0.1510791046
784	0.151032212
785	0.1509998839
786	0.1509782217
787	0.1509584686
788	0.1509401749
789	0.1509191201
790	0.1508891407
791	0.1508630533
792	0.1508451132
793	0.1508127924
794	0.1507825896
795	0.1507279728
796	0.1506832795
797	0.1506650526
798	0.1506074805
799	0.1505608457
800	0.1505093255
801	0.1504450401
802	0.1504094503
803	0.1503777713
804	0.1503428518
805	0.1503008277
806	0.150281002
807	0.1502406887
808	0.1502249039
809	0.1501909596
810	0.1501595346
811	0.1501353739
812	0.1500916903
813	0.1500607842
814	0.1500245665
815	0.149992379
816	0.14997072
817	0.1499298136
818	0.1499008309
819	0.1498907398
820	0.1498562041
821	0.1498339064
822	0.1498255382
823	0.1498088915
824	0.1497935017
825	0.1497722029
826	0.1497613762
827	0.149743828
828	0.149725708
829	0.1496906808
830	0.1496702442
831	0.1496516879
832	0.1496225058
833	0.1495682799
834	0.1495410068
835	0.1495209633
836	0.1495054704
837	0.1494878771
838	0.1494350262
839	0.1493848906
840	0.149347922
841	0.1493114398
842	0.1492723933
843	0.1492407709
844	0.1492308632
845	0.1492117431
846	0.1492012989
847	0.1491844559
848	0.1491580212
849	0.1491390726
850	0.1491224857
851	0.1490876806
852	0.1490535627
853	0.1490209494
854	0.1490024232
855	0.1489763184
856	0.1489450394
857	0.1489158567
858	0.1488641784
859	0.1488425108
860	0.1488282511
861	0.1487856644
862	0.1487554147
863	0.1487330542
864	0.1486974551
865	0.1486695543
866	0.1486469576
867	0.1486132852
868	0.148579112
869	0.148537814
870	0.1485049146
871	0.1484716434
872	0.1484250717
873	0.1484043937
874	0.148376683
875	0.1483668822
876	0.1482910643
877	0.1482743118
878	0.1482639236
879	0.1482465929
880	0.1482256835
881	0.1481856638
882	0.1481601694
883	0.1481341021
884	0.148116603
885	0.1481038777
886	0.1480458096
887	0.1480245344
888	0.1480050888
889	0.1479875379
890	0.1479538791
891	0.147944043
892	0.1479026748
893	0.147824874
894	0.1477692606
895	0.1477596544
896	0.1477450978
897	0.1477306315
898	0.1477072471
899	0.1476673382
900	0.1476424872
901	0.147609179
902	0.147597807
903	0.1475539167
904	0.1475242184
905	0.1474927451
906	0.1474482536
907	0.1474327504
908	0.1473985294
909	0.147371804
910	0.1473424273
911	0.1473062874
912	0.1472733208
913	0.1472565173
914	0.1472393044
915	0.1472257092
916	0.1471831715
917	0.1471527095
918	0.1471174198
919	0.1470936118
920	0.1470734644
921	0.1470456518
922	0.1470174614
923	0.1469829565
924	0.1469398942
925	0.1469114891
926	0.1468995778
927	0.1468697037
928	0.146843906
929	0.1468303693
930	0.1468040702
931	0.1467780152
932	0.1467704383
933	0.1467431098
934	0.1467179072
935	0.1466946505
936	0.1466718506
937	0.1466537872
938	0.1466318559
939	0.1465978548
940	0.1465663108
941	0.1465454258
942	0.1465334656
943	0.1465000497
944	0.1464700356
945	0.1464614719
946	0.1464432758
947	0.1464096387
948	0.146364936
949	0.1463280213
950	0.1462842762
951	0.1462287604
952	0.1462047796
953	0.1461870044
954	0.1461792093
955	0.1461397498
956	0.1461081455
957	0.1460770471
958	0.1460475357
959	0.1460245115
960	0.1460128612
961	0.1459894091
962	0.1459652634
963	0.1459443872
964	0.1459176758
965	0.1459037851
966	0.1458796596
967	0.1458643624
968	0.1458379062
969	0.1458154502
970	0.145790237
971	0.1457437275
972	0.1457066986
973	0.1456799348
974	0.145666452
975	0.1456490902
976	0.1456171569
977	0.1456014849
978	0.1455922934
979	0.1455670476
980	0.1455447088
981	0.1455204368
982	0.1454956389
983	0.1454615712
984	0.1454408231
985	0.1453974306
986	0.1453608878
987	0.1453231511
988	0.1452775298
989	0.1452492359
990	0.1452232048
991	0.1452065163
992	0.1451809167
993	0.1451544924
994	0.1451346996
995	0.1451256819
996	0.1450868154
997	0.1450501927
998	0.1450284254
999	0.1449860589
